timestamp,open,high,low,close,volume
1716644340000,68913.3,68976.4,68898.5,68976.4,20058.0
1716644400000,68986.9,69019.8,68986.9,69019.6,9403.0
1716644460000,68992.8,69000.5,68992.8,69000.5,5123.0
1716644520000,69000.5,69010.8,69000.5,69010.4,3644.0
1716644580000,69017.6,69053.5,69017.6,69050.3,6462.0
1716644640000,69050.1,69050.1,69036.7,69036.7,19440.0
1716644700000,69030.9,69030.9,68951.6,69006.4,10450.0
1716644760000,69006.3,69006.5,69006.3,69006.3,8445.0
1716644820000,68984.8,68985.9,68984.8,68985.9,513.0
1716644880000,68955.3,68955.3,68955.2,68955.2,24.0
1716644940000,68940.5,68949.9,68936.3,68949.9,5914.0
1716645000000,68949.9,68949.9,68949.8,68949.8,4893.0
1716645060000,68950.0,68991.8,68950.0,68991.8,4662.0
1716645120000,68991.8,68997.4,68991.8,68997.3,2250.0
1716645180000,68997.4,69040.3,68997.4,69040.3,4055.0
1716645240000,69040.2,69055.5,69040.2,69055.5,305808.0
1716645300000,69055.5,69055.5,69045.2,69046.2,37456.0
1716645360000,69046.1,69046.1,69018.6,69018.6,1624.0
1716645420000,69007.2,69007.2,68992.8,68998.1,914.0
1716645480000,68998.4,69029.1,68998.4,69029.1,40272.0
1716645540000,69029.4,69040.6,69020.3,69020.3,347404.0
1716645600000,69039.4,69039.4,69039.4,69039.4,201.0
1716645660000,69048.8,69079.6,69048.8,69079.6,5437.0
1716645720000,69095.6,69095.6,69074.9,69074.9,3478.0
1716645780000,69075.0,69075.0,69074.8,69074.8,604.0
1716645840000,69055.8,69055.8,69044.8,69044.8,1217.0
1716645900000,69044.9,69044.9,69044.9,69044.9,10.0
1716645960000,69044.8,69044.8,69028.1,69039.1,15327.0
1716646020000,69044.1,69065.6,69044.1,69065.6,1794.0
1716646080000,69072.6,69072.6,69038.6,69038.6,19051.0
1716646140000,69034.1,69045.6,69034.1,69045.6,1790.0
1716646200000,69045.8,69062.3,69045.8,69062.3,814.0
1716646260000,69062.3,69078.3,69062.3,69078.3,256132.0
1716646320000,69062.9,69078.0,69059.9,69059.9,192329.0
1716646380000,69037.5,69044.6,68999.5,68999.5,115900.0
1716646440000,68998.8,68998.8,68976.9,68997.6,69213.0
1716646500000,68997.6,69021.5,68997.6,69020.8,175523.0
1716646560000,69020.8,69054.2,69020.8,69047.5,149743.0
1716646620000,69047.5,69054.1,69031.1,69031.1,75755.0
1716646680000,69031.3,69073.1,69031.3,69070.2,66749.0
1716646740000,69070.6,69070.7,69039.1,69039.1,96388.0
1716646800000,69031.8,69035.3,69030.8,69030.8,100865.0
1716646860000,69011.8,69011.8,68969.5,68998.3,11276.0
1716646920000,68998.1,68998.1,68970.9,68997.1,3753.0
1716646980000,68997.3,69043.7,68997.3,69031.6,142621.0
1716647040000,69031.6,69031.6,69031.6,69031.6,63543.0
1716647100000,69031.6,69060.6,69031.6,69041.3,375904.0
1716647160000,69041.3,69068.1,69041.3,69063.3,151867.0
1716647220000,69063.3,69063.3,69063.3,69063.3,2493.0
1716647280000,69041.4,69041.4,69041.4,69041.4,372.0
1716647340000,69041.1,69041.1,69028.0,69028.0,1942.0
1716647400000,69028.1,69043.5,69028.1,69039.4,1245.0
1716647460000,69039.4,69041.7,69039.4,69041.6,6928.0
1716647520000,69041.9,69083.3,69041.9,69083.3,2701.0
1716647580000,69087.0,69087.0,69071.2,69071.2,67982.0
1716647640000,69063.0,69063.0,69063.0,69063.0,2.0
1716647700000,69065.4,69077.7,69047.4,69047.4,64966.0
1716647760000,69041.7,69041.7,69041.7,69041.7,3.0
1716647820000,69041.6,69041.6,68986.3,69011.9,14736.0
1716647880000,69013.4,69043.4,69013.4,69043.4,5142.0
1716647940000,69024.2,69027.9,69019.4,69019.7,7520.0
1716648000000,69006.7,69007.8,69006.7,69007.8,1506.0
1716648060000,69004.6,69029.0,69004.6,69026.4,55551.0
1716648120000,69015.6,69027.0,69015.6,69027.0,9595.0
1716648180000,69027.1,69027.1,69027.1,69027.1,5.0
1716648240000,69027.1,69027.1,69022.6,69023.9,10540.0
1716648300000,69024.7,69025.5,69011.0,69011.4,43660.0
