timestamp,open,high,low,close,volume
1716224400000,68086.0,68366.0,67917.2,68267.1,1352483.0
1716225300000,68303.9,68545.5,68160.2,68241.6,830628.0
1716226200000,68207.3,68247.6,67991.0,68192.3,1920616.0
1716227100000,68183.9,68319.5,68070.7,68258.8,754128.0
1716228000000,68277.5,68463.8,68179.9,68308.2,917067.0
1716228900000,68337.7,68422.5,68209.5,68374.5,510069.0
1716229800000,68415.9,68707.8,68242.1,68576.9,1726765.0
1716230700000,68576.9,68674.0,68469.2,68613.1,1047872.0
1716231600000,68655.7,68703.4,68476.5,68635.0,1113263.0
1716232500000,68621.5,69453.0,68531.6,69136.8,7599513.0
1716233400000,69181.0,69922.3,69119.3,69706.3,9593504.0
1716234300000,69647.6,70025.9,69467.2,69936.5,1810378.0
1716235200000,70072.2,70899.3,69584.8,69616.4,9180771.0
1716236100000,69568.1,69733.2,69448.6,69449.1,1962236.0
1716237000000,69443.8,69860.6,69274.9,69365.6,1048386.0
1716237900000,69346.9,69489.2,69121.6,69414.7,101466.0
1716238800000,69468.1,69486.0,68940.5,68960.9,1085852.0
1716239700000,68965.8,69191.0,68821.5,69166.5,2332153.0
1716240600000,69174.3,69288.9,68981.1,69058.5,12727.0
1716241500000,69077.6,69709.3,69077.6,69592.9,1508218.0
1716242400000,69658.5,69680.2,69441.4,69631.7,1377379.0
1716243300000,69589.9,69890.1,69532.8,69653.3,2191681.0
1716244200000,69607.5,69708.0,69491.5,69565.7,867441.0
1716245100000,69578.6,69623.5,69487.8,69501.1,1211177.0
1716246000000,69536.1,70025.0,69494.7,70025.0,1358439.0
1716246900000,69976.1,71705.8,69976.1,71385.1,5223210.0
1716247800000,71350.4,71490.2,71121.1,71358.7,1318164.0
1716248700000,71332.1,71447.2,71241.5,71397.3,1321309.0
1716249600000,71403.4,71464.7,71036.1,71238.8,1379960.0
1716250500000,71200.3,71983.7,71166.2,71374.8,2723504.0
1716251400000,71384.7,71533.2,71137.2,71336.2,1349906.0
1716252300000,71356.8,71459.1,71100.4,71240.3,466943.0
1716253200000,71263.0,71273.5,71003.3,71005.6,871118.0
1716254100000,71002.9,71120.9,70639.4,70826.0,1150898.0
1716255000000,70775.8,71074.0,70677.3,70946.1,1713369.0
1716255900000,70977.5,71196.3,70912.5,71061.1,1595520.0
1716256800000,71061.1,71069.4,70818.6,70925.5,13315.0
1716257700000,70888.6,70998.0,70857.8,70951.3,838211.0
1716258600000,70911.9,71350.0,70908.3,71223.3,1311566.0
1716259500000,71258.8,71332.1,71112.8,71236.8,441340.0
1716260400000,71236.8,71298.5,71111.2,71226.3,13407.0
1716261300000,71226.3,71292.2,71142.4,71261.5,603968.0
1716262200000,71261.5,71329.1,71029.5,71253.8,757256.0
